List,List_Date,Title,Author,Weeks_On_List,Rank_This_Week,Publisher,Primary_ISBN_10,Primary_ISBN_13,Description
Combined Print and E-Book Nonfiction,2020-05-10,UNORTHODOX,Deborah Feldman,8,12,Simon & Schuster,1439187029,9781439187029,A woman breaks free of the Satmar Hasidic community in Brooklyn in which she was raised.
Combined Print and E-Book Nonfiction,2020-05-10,A WOMAN OF NO IMPORTANCE,Sonia Purnell,6,13,Viking,None,9780735225305,The true story of a Baltimore socialite who joined a spy organization during World War II and became essential to the French Resistance.
Combined Print and E-Book Nonfiction,2020-05-10,SAPIENS,Yuval Noah Harari,103,14,Harper,0062316117,9780062316110,How Homo sapiens became Earth’s dominant species.
Combined Print and E-Book Nonfiction,2020-05-10,BORN A CRIME,Trevor Noah,65,15,Spiegel & Grau,0399588191,9780399588198,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”
Combined Print and E-Book Nonfiction,2020-05-17,UNTAMED,Glennon Doyle,8,1,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-05-17,THE SPLENDID AND THE VILE,Erik Larson,10,2,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-05-17,HIDDEN VALLEY ROAD,Robert Kolker,4,3,Doubleday,038554376X,9780385543767,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia."
Combined Print and E-Book Nonfiction,2020-05-17,EDUCATED,Tara Westover,115,4,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-05-17,THE GREAT INFLUENZA,John M Barry,8,5,Penguin,0143036491,9780143036494,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.
Combined Print and E-Book Nonfiction,2020-05-17,BECOMING,Michelle Obama,74,6,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-05-17,A WOMAN OF NO IMPORTANCE,Sonia Purnell,7,7,Viking,0735225311,9780735225312,The true story of a Baltimore socialite who joined a spy organization during World War II and became essential to the French Resistance.
Combined Print and E-Book Nonfiction,2020-05-17,THE HOUSE OF KENNEDY,James Patterson and Cynthia Fagen,3,8,"Little, Brown",0316454486,9780316454483,A look at the achievements of the political family and what has been called “the Kennedy curse.”
Combined Print and E-Book Nonfiction,2020-05-17,THE MAMBA MENTALITY,Kobe Bryant,17,9,"Melcher Media/MCD/Farrar, Straus & Giroux",0374201234,9780374201234,Various skills and techniques used on the court by the late Los Angeles Lakers player.
Combined Print and E-Book Nonfiction,2020-05-17,FRONT ROW AT THE TRUMP SHOW,Jonathan Karl,5,10,Dutton,1524745626,9781524745622,The ABC News chief White House correspondent gives his perspective on our current president and describes the shifts within their relationship.
Combined Print and E-Book Nonfiction,2020-05-17,SAPIENS,Yuval Noah Harari,104,11,Harper,0062316117,9780062316110,How Homo sapiens became Earth’s dominant species.
Combined Print and E-Book Nonfiction,2020-05-17,DON'T BURN THIS BOOK,Dave Rubin,1,12,Sentinel,0593084292,9780593084298,The internet show host explains why he moved away from progressive politics.
Combined Print and E-Book Nonfiction,2020-05-17,UNORTHODOX,Deborah Feldman,9,13,Simon & Schuster,1439187029,9781439187029,A woman breaks free of the Satmar Hasidic community in Brooklyn in which she was raised.
Combined Print and E-Book Nonfiction,2020-05-17,MORE MYSELF,Alicia Keys with Michelle Burford,3,14,Flatiron,1250153298,9781250153296,The Grammy Award-winning musician retraces her path to discovering her own worth.
Combined Print and E-Book Nonfiction,2020-05-17,FORTITUDE,Dan Crenshaw,4,15,Grand Central,1538733307,9781538733301,The Texas congressman and former Navy SEAL prescribes ways to overcome adversity.
Combined Print and E-Book Nonfiction,2020-05-24,UNTAMED,Glennon Doyle,9,1,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-05-24,BECOMING,Michelle Obama,75,2,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-05-24,PLAGUE OF CORRUPTION,Judy Mikovits and Kent Heckenlively,1,3,Skyhorse,1510752250,9781510752252,The controversial virologist gives her account of her work over nearly four decades.
Combined Print and E-Book Nonfiction,2020-05-24,THE SPLENDID AND THE VILE,Erik Larson,11,4,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-05-24,EDUCATED,Tara Westover,116,5,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-05-24,THE RURAL DIARIES,Hilarie Burton Morgan,1,6,HarperOne,0062862758,9780062862754,"The actress starts a family, transplants to a working farm and revitalizes a candy store in Rhinebeck, N.Y."
Combined Print and E-Book Nonfiction,2020-05-24,INCOMPARABLE,Brie Bella and Nikki Bella,1,7,Gallery,1501191918,9781501191916,The identical twins and WWE Hall of Famers share some of the challenges they faced.
Combined Print and E-Book Nonfiction,2020-05-24,THE LINCOLN CONSPIRACY,Brad Meltzer and Josh Mensch,1,8,Flatiron,1250317479,9781250317476,"How Allan Pinkerton, along with undercover agents, thwarted a lesser-known assassination attempt of Abraham Lincoln in Baltimore in 1861."
Combined Print and E-Book Nonfiction,2020-05-24,HIDDEN VALLEY ROAD,Robert Kolker,5,9,Doubleday,038554376X,9780385543767,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia."
Combined Print and E-Book Nonfiction,2020-05-24,THE GREAT INFLUENZA,John M Barry,9,10,Penguin,0143036491,9780143036494,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.
Combined Print and E-Book Nonfiction,2020-05-24,A WOMAN OF NO IMPORTANCE,Sonia Purnell,8,11,Viking,0735225311,9780735225312,The true story of a Baltimore socialite who joined a spy organization during World War II and became essential to the French Resistance.
Combined Print and E-Book Nonfiction,2020-05-24,THE HOUSE OF KENNEDY,James Patterson and Cynthia Fagen,4,12,"Little, Brown",0316454486,9780316454483,A look at the achievements of the political family and what has been called “the Kennedy curse.”
Combined Print and E-Book Nonfiction,2020-05-24,THE MAMBA MENTALITY,Kobe Bryant,18,13,"Melcher Media/MCD/Farrar, Straus & Giroux",0374201234,9780374201234,Various skills and techniques used on the court by the late Los Angeles Lakers player.
Combined Print and E-Book Nonfiction,2020-05-24,THE BODY KEEPS THE SCORE,Bessel van der Kolk,15,14,Penguin,0143127748,9780143127741,"How trauma affects the body and mind, and innovative treatments for recovery."
Combined Print and E-Book Nonfiction,2020-05-24,FORTITUDE,Dan Crenshaw,5,15,Grand Central,1538733307,9781538733301,The Texas congressman and former Navy SEAL prescribes ways to overcome adversity.
Combined Print and E-Book Nonfiction,2020-05-31,UNTAMED,Glennon Doyle,10,1,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-05-31,BECOMING,Michelle Obama,76,2,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-05-31,THE SPLENDID AND THE VILE,Erik Larson,12,3,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-05-31,EDUCATED,Tara Westover,117,4,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-05-31,THE GREAT INFLUENZA,John M Barry,10,5,Penguin,0143036491,9780143036494,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.
Combined Print and E-Book Nonfiction,2020-05-31,HIDDEN VALLEY ROAD,Robert Kolker,6,6,Doubleday,038554376X,9780385543767,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia."
Combined Print and E-Book Nonfiction,2020-05-31,PLAGUE OF CORRUPTION,Judy Mikovits and Kent Heckenlively,2,7,Skyhorse,1510752242,9781510752245,The controversial virologist gives her account of her work over nearly four decades.
Combined Print and E-Book Nonfiction,2020-05-31,THE BODY KEEPS THE SCORE,Bessel van der Kolk,16,8,Penguin,0143127748,9780143127741,"How trauma affects the body and mind, and innovative treatments for recovery."
Combined Print and E-Book Nonfiction,2020-05-31,A WOMAN OF NO IMPORTANCE,Sonia Purnell,9,9,Viking,0735225311,9780735225312,The true story of a Baltimore socialite who joined a spy organization during World War II and became essential to the French Resistance.
Combined Print and E-Book Nonfiction,2020-05-31,THE LINCOLN CONSPIRACY,Brad Meltzer and Josh Mensch,2,10,Flatiron,1250317479,9781250317476,"How Allan Pinkerton, along with undercover agents, thwarted a lesser-known assassination attempt of Abraham Lincoln in Baltimore in 1861."
Combined Print and E-Book Nonfiction,2020-05-31,THE MAMBA MENTALITY,Kobe Bryant,19,11,"Melcher Media/MCD/Farrar, Straus & Giroux",0374201234,9780374201234,Various skills and techniques used on the court by the late Los Angeles Lakers player.
Combined Print and E-Book Nonfiction,2020-05-31,GRIT,Angela Duckworth,19,12,Scribner,1501111124,9781501111129,A psychologist argues that passion and perseverance are the keys to success.
Combined Print and E-Book Nonfiction,2020-05-31,FORTITUDE,Dan Crenshaw,6,13,Grand Central,1538733307,9781538733301,The Texas congressman and former Navy SEAL prescribes ways to overcome adversity.
Combined Print and E-Book Nonfiction,2020-05-31,WHITE FRAGILITY,Robin DiAngelo,9,14,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-05-31,SAPIENS,Yuval Noah Harari,105,15,Harper,0062316117,9780062316110,How Homo sapiens became Earth’s dominant species.
Combined Print and E-Book Nonfiction,2020-06-07,UNTAMED,Glennon Doyle,11,1,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-06-07,BECOMING,Michelle Obama,77,2,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-06-07,PLAGUE OF CORRUPTION,Judy Mikovits and Kent Heckenlively,3,3,Skyhorse,1510752242,9781510752245,The controversial virologist gives her account of her work over nearly four decades.
Combined Print and E-Book Nonfiction,2020-06-07,THE SPLENDID AND THE VILE,Erik Larson,13,4,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-06-07,THE GREAT INFLUENZA,John M Barry,11,5,Penguin,0143036491,9780143036494,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.
Combined Print and E-Book Nonfiction,2020-06-07,THE CHIFFON TRENCHES,André Leon Talley,1,6,Ballantine,0593129253,9780593129258,A memoir by the former creative director at Vogue and a look at the changes in the fashion industry.
Combined Print and E-Book Nonfiction,2020-06-07,EDUCATED,Tara Westover,118,7,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-06-07,HIDDEN VALLEY ROAD,Robert Kolker,7,8,Doubleday,038554376X,9780385543767,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia."
Combined Print and E-Book Nonfiction,2020-06-07,A WOMAN OF NO IMPORTANCE,Sonia Purnell,10,9,Viking,0735225311,9780735225312,The true story of a Baltimore socialite who joined a spy organization during World War II and became essential to the French Resistance.
Combined Print and E-Book Nonfiction,2020-06-07,THE LIBRARY BOOK,Susan Orlean,16,10,Simon & Schuster,1476740208,9781476740201,The story of the 1986 fire at the Los Angeles Public Library provides a backdrop to the evolution and purpose of libraries.
Combined Print and E-Book Nonfiction,2020-06-07,AMERICAN CRUSADE,Pete Hegseth,1,11,Center Street,1546098747,9781546098744,"The ""Fox & Friends Weekend"" host gives his take on politics, culture and education."
Combined Print and E-Book Nonfiction,2020-06-07,THE BODY KEEPS THE SCORE,Bessel van der Kolk,17,12,Penguin,0143127748,9780143127741,"How trauma affects the body and mind, and innovative treatments for recovery."
Combined Print and E-Book Nonfiction,2020-06-07,THE MAMBA MENTALITY,Kobe Bryant,20,13,"Melcher Media/MCD/Farrar, Straus & Giroux",0374201234,9780374201234,Various skills and techniques used on the court by the late Los Angeles Lakers player.
Combined Print and E-Book Nonfiction,2020-06-07,SAPIENS,Yuval Noah Harari,106,14,Harper,0062316117,9780062316110,How Homo sapiens became Earth’s dominant species.
Combined Print and E-Book Nonfiction,2020-06-07,THE WORLD,Richard Haass,1,15,Penguin Press,0399562397,9780399562396,The president of the Council on Foreign Relations examines challenges to the United States from outside its borders.
Combined Print and E-Book Nonfiction,2020-06-14,UNTAMED,Glennon Doyle,12,1,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-06-14,WHITE FRAGILITY,Robin DiAngelo,10,2,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-06-14,HOW TO BE AN ANTIRACIST,Ibram X Kendi,5,3,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-06-14,PLAGUE OF CORRUPTION,Judy Mikovits and Kent Heckenlively,4,4,Skyhorse,1510752242,9781510752245,The controversial virologist gives her account of her work over nearly four decades.
Combined Print and E-Book Nonfiction,2020-06-14,BECOMING,Michelle Obama,78,5,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-06-14,THE SPLENDID AND THE VILE,Erik Larson,14,6,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-06-14,BREATH,James Nestor,1,7,Riverhead,0735213615,9780735213616,A re-examination of a basic biological function and a look at the science behind ancient breathing practices.
Combined Print and E-Book Nonfiction,2020-06-14,EDUCATED,Tara Westover,119,8,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-06-14,THE GREAT INFLUENZA,John M Barry,12,9,Penguin,0143036491,9780143036494,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.
Combined Print and E-Book Nonfiction,2020-06-14,THE NEW JIM CROW,Michelle Alexander,2,10,New Press,1620971933,9781620971932,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on black men."
Combined Print and E-Book Nonfiction,2020-06-14,GRANT,Ron Chernow,19,11,Penguin Press,052552195X,9780525521952,A biography of the Union general of the Civil War and two-term president of the United States.
Combined Print and E-Book Nonfiction,2020-06-14,HOLLYWOOD PARK,Mikel Jollett,1,12,Celadon,1250621569,9781250621566,The musician and author retraces his time growing up in an experimental commune and the difficulties he encountered after escaping it.
Combined Print and E-Book Nonfiction,2020-06-14,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,13,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-06-14,A WOMAN OF NO IMPORTANCE,Sonia Purnell,11,14,Viking,0735225311,9780735225312,The true story of a Baltimore socialite who joined a spy organization during World War II and became essential to the French Resistance.
Combined Print and E-Book Nonfiction,2020-06-14,ME AND WHITE SUPREMACY,Layla F Saad,2,15,Sourcebooks,1728209803,9781728209807,Ways to understand and possibly counteract white privilege.
Combined Print and E-Book Nonfiction,2020-06-21,WHITE FRAGILITY,Robin DiAngelo,11,1,Beacon Press,0807047422,9780807047422,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-06-21,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,2,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-06-21,HOW TO BE AN ANTIRACIST,Ibram X Kendi,6,3,One World,0525509291,9780525509295,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-06-21,ME AND WHITE SUPREMACY,Layla F Saad,3,4,Sourcebooks,None,9781728209814,Ways to understand and possibly counteract white privilege.
Combined Print and E-Book Nonfiction,2020-06-21,THE NEW JIM CROW,Michelle Alexander,3,5,New Press,1620971933,9781620971932,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on black men."
Combined Print and E-Book Nonfiction,2020-06-21,THE COLOR OF LAW,Richard Rothstein,1,6,Liveright,1631494538,9781631494536,An examination of the ways in which the government caused residential segregation through racial zoning and other systemic practices.
Combined Print and E-Book Nonfiction,2020-06-21,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,64,7,Spiegel & Grau,0812993543,9780812993547,"Winner of the 2015 National Book Award for nonfiction. A meditation on race in America as well as a personal  story, framed as a letter to the author's teenage son."
Combined Print and E-Book Nonfiction,2020-06-21,UNTAMED,Glennon Doyle,13,8,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-06-21,STAMPED FROM THE BEGINNING,Ibram X Kendi,1,9,Bold Type,1568585985,9781568585987,Winner of the 2016 National Book Award for nonfiction. A look at anti-black racist ideas and their effect on the course of American history.
Combined Print and E-Book Nonfiction,2020-06-21,JUST MERCY,Bryan Stevenson,32,10,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-06-21,BECOMING,Michelle Obama,79,11,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-06-21,THE SPLENDID AND THE VILE,Erik Larson,15,12,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-06-21,BORN A CRIME,Trevor Noah,66,13,Spiegel & Grau,0399588183,9780399588181,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”
Combined Print and E-Book Nonfiction,2020-06-21,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,1,14,Basic,0465060684,9780465060689,The president emerita of Spelman College examines whether self-segregation is a problem or a coping strategy.
Combined Print and E-Book Nonfiction,2020-06-21,I'M STILL HERE,Austin Channing Brown,1,15,Convergent,1524760862,9781524760861,A black woman who was given a white man's name by her parents shares her journey to finding her own worth and what stands in the way of racial justice.
Combined Print and E-Book Nonfiction,2020-06-28,WHITE FRAGILITY,Robin DiAngelo,12,1,Beacon Press,0807047422,9780807047422,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-06-28,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,4,2,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-06-28,HOW TO BE AN ANTIRACIST,Ibram X Kendi,7,3,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-06-28,STAMPED FROM THE BEGINNING,Ibram X Kendi,2,4,Bold Type,1568585985,9781568585987,Winner of the 2016 National Book Award for nonfiction. A look at anti-black racist ideas and their effect on the course of American history.
Combined Print and E-Book Nonfiction,2020-06-28,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,1,5,Avid Reader,1982143347,9781982143343,The Fox News Sunday anchor gives an account of the key people involved in and events leading up to America’s attack on Hiroshima in 1945.
Combined Print and E-Book Nonfiction,2020-06-28,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,2,6,Basic,0465060684,9780465060689,The president emerita of Spelman College examines whether self-segregation is a problem or a coping strategy.
Combined Print and E-Book Nonfiction,2020-06-28,THE NEW JIM CROW,Michelle Alexander,4,7,New Press,1620971933,9781620971932,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on black men."
Combined Print and E-Book Nonfiction,2020-06-28,JUST MERCY,Bryan Stevenson,33,8,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-06-28,ME AND WHITE SUPREMACY,Layla F Saad,4,9,Sourcebooks,None,9781728209814,Ways to understand and possibly counteract white privilege.
Combined Print and E-Book Nonfiction,2020-06-28,THE COLOR OF LAW,Richard Rothstein,2,10,Liveright,1631494538,9781631494536,An examination of the ways in which the government caused residential segregation through racial zoning and other systemic practices.
Combined Print and E-Book Nonfiction,2020-06-28,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,65,11,Spiegel & Grau,0812993543,9780812993547,"Winner of the 2015 National Book Award for nonfiction. A meditation on race in America as well as a personal  story, framed as a letter to the author's teenage son."
Combined Print and E-Book Nonfiction,2020-06-28,UNTAMED,Glennon Doyle,14,12,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-06-28,BECOMING,Michelle Obama,80,13,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-06-28,THE SPLENDID AND THE VILE,Erik Larson,16,14,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-06-28,BORN A CRIME,Trevor Noah,67,15,Spiegel & Grau,0399588191,9780399588198,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”
Combined Print and E-Book Nonfiction,2020-07-05,HOW TO BE AN ANTIRACIST,Ibram X Kendi,8,1,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-07-05,WHITE FRAGILITY,Robin DiAngelo,13,2,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-07-05,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,5,3,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-07-05,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,2,4,Avid Reader,1982143347,9781982143343,The Fox News Sunday anchor gives an account of the key people involved in and events leading up to America’s attack on Hiroshima in 1945.
Combined Print and E-Book Nonfiction,2020-07-05,THE COLOR OF LAW,Richard Rothstein,3,5,Liveright,1631494538,9781631494536,An examination of the ways in which the government caused residential segregation through racial zoning and other systemic practices.
Combined Print and E-Book Nonfiction,2020-07-05,STAMPED FROM THE BEGINNING,Ibram X Kendi,3,6,Bold Type,1568585985,9781568585987,Winner of the 2016 National Book Award for nonfiction. A look at anti-black racist ideas and their effect on the course of American history.
Combined Print and E-Book Nonfiction,2020-07-05,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,3,7,Basic,0465060684,9780465060689,The president emerita of Spelman College examines whether self-segregation is a problem or a coping strategy.
Combined Print and E-Book Nonfiction,2020-07-05,UNTAMED,Glennon Doyle,15,8,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-07-05,ME AND WHITE SUPREMACY,Layla F Saad,5,9,Sourcebooks,1728209803,9781728209807,Ways to understand and possibly counteract white privilege.
Combined Print and E-Book Nonfiction,2020-07-05,THE SPLENDID AND THE VILE,Erik Larson,17,10,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-07-05,I'M STILL HERE,Austin Channing Brown,2,11,Convergent,1524760854,9781524760854,A black woman who was given a white man's name by her parents shares her journey to finding her own worth and what stands in the way of racial justice.
Combined Print and E-Book Nonfiction,2020-07-05,THE NEW JIM CROW,Michelle Alexander,5,12,New Press,1620971933,9781620971932,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on black men."
Combined Print and E-Book Nonfiction,2020-07-05,JUST MERCY,Bryan Stevenson,34,13,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-07-05,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,66,14,Spiegel & Grau,0812993543,9780812993547,"Winner of the 2015 National Book Award for nonfiction. A meditation on race in America as well as a personal  story, framed as a letter to the author's teenage son."
Combined Print and E-Book Nonfiction,2020-07-05,BECOMING,Michelle Obama,81,15,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-07-12,THE ROOM WHERE IT HAPPENED,John Bolton,1,1,Simon & Schuster,1982148039,9781982148034,The former national security advisor gives his account of the 17 months he spent working for President Trump.
Combined Print and E-Book Nonfiction,2020-07-12,WHITE FRAGILITY,Robin DiAngelo,14,2,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-07-12,HOW TO BE AN ANTIRACIST,Ibram X Kendi,9,3,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-07-12,STAMPED FROM THE BEGINNING,Ibram X Kendi,4,4,Bold Type,1568585985,9781568585987,Winner of the 2016 National Book Award for nonfiction. A look at anti-Black racist ideas and their effect on the course of American history.
Combined Print and E-Book Nonfiction,2020-07-12,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,6,5,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-07-12,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,67,6,Spiegel & Grau,0812993543,9780812993547,"Winner of the 2015 National Book Award for nonfiction. A meditation on race in America as well as a personal story, framed as a letter to the author's teenage son."
Combined Print and E-Book Nonfiction,2020-07-12,UNTAMED,Glennon Doyle,16,7,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-07-12,ME AND WHITE SUPREMACY,Layla F Saad,6,8,Sourcebooks,1728209803,9781728209807,Ways to understand and possibly counteract white privilege.
Combined Print and E-Book Nonfiction,2020-07-12,THE COLOR OF LAW,Richard Rothstein,4,9,Liveright,1631494538,9781631494536,An examination of the ways in which the government caused residential segregation through racial zoning and other systemic practices.
Combined Print and E-Book Nonfiction,2020-07-12,JUST MERCY,Bryan Stevenson,35,10,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-07-12,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,3,11,Avid Reader,1982143347,9781982143343,The Fox News Sunday anchor gives an account of the key people involved in and events leading up to America’s attack on Hiroshima in 1945.
Combined Print and E-Book Nonfiction,2020-07-12,THE SPLENDID AND THE VILE,Erik Larson,18,12,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-07-12,THE NEW JIM CROW,Michelle Alexander,6,13,New Press,1620971933,9781620971932,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on Black men."
