List,List_Date,Title,Author,Weeks_On_List,Rank_This_Week,Publisher,Primary_ISBN_10,Primary_ISBN_13,Description
Combined Print and E-Book Fiction,2020-08-23,SUCKER PUNCH,Laurell K Hamilton,1,3,Berkley,1984804456,9781984804457,"The 27th book in the Anita Blake, Vampire Hunter series. The evidence that a wereleopard killed his uncle doesn’t add up."
Combined Print and E-Book Fiction,2020-07-12,THE LAST FLIGHT,Julie Clark,1,10,Sourcebooks Landmark,None,9781728215730,Claire Cook escapes from living with her quick-tempered husband and assumes another woman’s identity.
Combined Print and E-Book Fiction,2020-05-03,THE LAST EMPEROX,John Scalzi,1,6,Tor,0765389177,9780765389176,"The third book in the Interdependency series. As an interstellar pathway collapses, Emperox Grayland II fights to save humanity."
Combined Print and E-Book Fiction,2020-08-09,THE BOOK OF LOST NAMES,Kristin Harmel,1,14,Gallery,None,9781982131913,A woman who helped Jewish children flee the Nazis during World War II now might be the only one who can unlock a code found in a religious text.
Combined Print and E-Book Fiction,2020-03-22,THE JETSETTERS,Amanda Eyre Ward,1,13,Ballantine,0399181903,9780399181900,Old pains are unpacked as the fractured Perkins family goes on a trip through Europe.
Combined Print and E-Book Fiction,2020-04-12,THE CITY WE BECAME,NK Jemisin,1,13,Orbit,0316509841,9780316509848,People from different walks of life in New York City receive messages through various senses.
Combined Print and E-Book Fiction,2020-01-26,THE COUNTRY GUESTHOUSE,Ron Carr,1,14,Mira,None,9781488052293,The fifth book in the Sullivan's Crossing series.
Combined Print and E-Book Fiction,2020-09-27,THE DARKEST EVENING,Ann Cleeves,1,7,Minotaur,1250204526,9781250204523,"The ninth book in the Vera Stanhope series. An abandoned toddler, a dead woman and a blizzard complicate the holidays in the Northumberland countryside."
Combined Print and E-Book Fiction,2020-09-06,THE JACKAL,JR Ward,1,3,Gallery,None,9781501195082,"In the Black Dagger Brotherhood world, Nyx searches for her sister in a lost prison camp and meets a man known as the Jackal."
Combined Print and E-Book Fiction,2020-08-16,THE END OF HER,Shari Lapena,1,13,Pamela Dorman,1984880519,9781984880512,The parents of colicky twin girls have other trouble delivered in the form of suspicions surrounding the husband’s first wife’s death.
Combined Print and E-Book Fiction,2020-05-17,THE END OF OCTOBER,Lawrence Wright,1,12,Knopf,0525658661,9780525658665,"Henry Parsons, a microbiologist and epidemiologist, goes to Indonesia to check out a deadly virus that soon will affect the entire planet."
Combined Print and E-Book Fiction,2020-09-13,THE EXILES,Christina Baker Kline,1,13,Custom House,0062356348,9780062356345,Three young women are sent to the fledgling British penal colony of Australia in the 1840s.
Combined Print and E-Book Fiction,2020-08-23,THE FRIENDSHIP LIST,Susan Mallery,1,14,HQN,1488055955,9781488055959,A single mom and a widow take on challenges to push themselves outside their comfort zones.
Combined Print and E-Book Fiction,2020-03-22,WRITERS & LOVERS,Lily King,1,12,Grove,0802148530,9780802148537,Casey Peabody goes through a big life transition as she tries to maintain a creative life.
Combined Print and E-Book Fiction,2020-06-07,RODHAM,Curtis Sittenfeld,1,13,Random House,0399590919,9780399590917,An imaginative look at the life and career one woman might have had if she had not married Bill Clinton.
Combined Print and E-Book Fiction,2020-04-26,REVENGE,James Patterson and Andrew Holmes,1,6,Grand Central,1538700727,9781538700723,A former member of the British Special Air Service looks into the death of a young woman in London at her parent’s urging.
Combined Print and E-Book Fiction,2020-03-22,LETHAL GAME,Christine Feehan,1,7,Berkley,059309977X,9780593099773,"The 16th book in the GhostWalker series. When Amaryllis is endangered, Malichai’s true identity risks being exposed."
Combined Print and E-Book Fiction,2020-03-15,THE WARSAW PROTOCOL,Steve Berry,1,2,Minotaur,1250140315,9781250140319,The 15th book in the Cotton Malone series. The balance of power in Europe is imperiled.
Combined Print and E-Book Fiction,2020-04-05,HIT LIST,Stuart Woods,1,5,Putnam,0593083245,9780593083246,The 53rd book in the Stone Barrington series. The former N.Y.P.D. detective takes it upon himself to get the target off his back.
Combined Print and E-Book Fiction,2020-07-19,HOME BEFORE DARK,Riley Sager,1,12,Dutton,1524745170,9781524745172,When Maggie Holt inherits the Vermont estate that was the setting of her father’s horror memoir she is confronted by some of the people and relics he chronicled.
Combined Print and E-Book Fiction,2020-06-14,THE HENNA ARTIST,Alka Joshi,1,15,MIRA,1488055440,9781488055447,"In 1950s Jaipur, a young woman who escaped an abusive marriage and started a new life is confronted by her husband."
Combined Print and E-Book Fiction,2020-02-16,HUNTING FOR A HIGHLANDER,Lynsay Sands,1,11,Avon,0062855387,9780062855381,The eighth book in the Highland Brides series. Geordie Buchanan and Lady Dwyn Innes have a chance encounter in an orchard.
Combined Print and E-Book Fiction,2020-06-21,HUSH,James Patterson and Candice Fox,1,11,Grand Central,1538751151,9781538751152,The fourth book in the Detective Harriet Blue series. The man who put her in prison asks Harriet Blue to find missing members of his family.
Combined Print and E-Book Fiction,2020-01-26,THE VANISHING,Jayne Ann Krentz,1,6,Berkley,1984806459,9781984806451,A killer goes after a pair of Seattle investigators who witnessed a murder 15 years ago in the secretive town of Fogg Lake.
Combined Print and E-Book Fiction,2020-04-12,THE SINNER,JR Ward,1,4,Gallery,1501195093,9781501195099,The 18th book in the Black Dagger Brotherhood series. Jo Early is attracted to a potentially dangerous stranger.
Combined Print and E-Book Fiction,2020-02-16,INSATIABLE,Helen Hardt,1,10,Waterhouse,,9781642631395,The 12th book in the Steel Brothers Saga.
Combined Print and E-Book Fiction,2020-03-08,THE OTHER MRS.,Mary Kubica,1,12,Park Row,148809960X,9781488099601,A Chicago couple becomes unsettled when they move to an old house in Maine and their new neighbor turns up dead.
Combined Print and E-Book Fiction,2020-07-12,PARTY OF TWO,Jasmine Guillory,1,13,Berkley,None,9780593100837,Olivia Monroe’s past is uncovered when her relationship with a junior senator is made public.
Combined Print and E-Book Fiction,2020-04-19,THE NIGHT WATCHMAN,Louise Erdrich,1,15,Harper,0062671189,9780062671189,"As a bill that may hurt the rights of Native Americans goes to Congress in 1953, domestic issues arise for plant workers near the Turtle Mountain Reservation in North Dakota."
Combined Print and E-Book Fiction,2020-02-23,THE MUSEUM OF DESIRE,Jonathan Kellerman,1,5,Ballantine,None,9780525618539,The 35th book in the Alex Delaware series. Four unrelated victims are found slaughtered in a limousine.
Combined Print and E-Book Fiction,2020-03-29,MY DARK VANESSA,Kate Elizabeth Russell,1,7,Morrow,006294150X,9780062941503,A woman re-evaluates the relationship she had at age 15 with her 42-year-old English teacher 17 years ago.
Combined Print and E-Book Fiction,2020-05-24,NETWORK EFFECT,Martha Wells,1,14,Tor.com,1250229847,9781250229847,The fifth book in the Murderbot Diaries series.
Combined Print and E-Book Fiction,2020-07-26,THE LOST AND FOUND BOOKSHOP,Susan Wiggs,1,15,Morrow,0062914138,9780062914132,Natalie Harper takes over the care of her mother’s bookshop and her ailing grandfather.
Combined Print and E-Book Fiction,2020-06-07,ON OCEAN BOULEVARD,Mary Alice Monroe,1,9,Gallery,1982146958,9781982146955,"As her second wedding approaches, a woman returns to Charleston, S.C., where her family is dealing with changes."
Combined Print and E-Book Fiction,2020-09-27,ONE BY ONE,Ruth Ware,1,3,Gallery/Scout,150118881X,9781501188817,An avalanche tests the bonds of coworkers from a London-based tech startup on a corporate retreat in the French Alps.
Combined Print and E-Book Fiction,2020-03-08,ONE MINUTE OUT,Mark Greaney,1,1,Berkley,0593098927,9780593098929,The ninth book in the Gray Man series. Court Gentry tries to stop the head of a group trafficking women and children.
Combined Print and E-Book Fiction,2020-07-26,OUTSIDER,Linda Castillo,1,12,St. Martin's,1250142911,9781250142917,The 12th book in the Kate Burkholder series. A cop goes into hiding on an Amish widower’s farm while a killer lies in wait.
Combined Print and E-Book Fiction,2020-03-22,YOU ARE NOT ALONE,Greer Hendricks and Sarah Pekkanen,1,9,St. Martin's,1250202035,9781250202031,Shay Miller’s bad luck may get even worse when she meets a pair of sisters who always get what they want.
